"code","song_code","artist","title","year","genre","subgenre","tempo (BPM)","key","energetics","instrumentation_groups","instrumentation","language","explicit_new","lyrics timeframe","timestamp_start","timestamp_end","duration_sec","url_excerpt"
"H_Eminem_RapGod","H034","Eminem","Rap God","2013","Hip-Hop/Rap",NA,"148",NA,"hoch","instrumental + vocal",NA,"en","yes","Just to come and shoot ya, like when Fabolous made Ray J mad. 'Cause Fab said he looked like a fag at Mayweather's pad. Singin' to a man while he played piano. Man, oh man, that was a 24/7 special on the cable channel. So Ray J went straight to the radio station. The very next day, ""Hey Fab, I'ma kill you!” Lyrics comin' at you at supersonic speed (J.J. Fad). Uh, summa-lumma, dooma-lumma, you assumin' I'm a human. What I gotta do to get it through to you I'm superhuman? Innovative and I'm made of rubber so that anything. You say is ricochetin' off of me, and it'll glue to you and. I'm devastating, more than ever demonstrating. How to give a motherfuckin' audience a feeling like it's levitating. Never fading, and I know the haters are forever waiting. For the day that they can say I fell off, they'll be celebrating. 'Cause I know the way to get 'em motivated. I make elevating music, you make elevator music. ""Oh, he's too mainstream"". Well, that's what they do when they get jealous, they confuse it. ""It's not hip-hop, it's pop, "" 'cause I found a hella way to fuse it. With rock, shock rap with Doc. Throw on ""Lose Yourself"" and make 'em lose it. ""I don't know how to make songs like that. I don't know what words to use"". Let me know when it occurs to you. While I'm rippin' any one of these verses that versus you. It's curtains, I'm inadvertently hurtin' you. How many verses I gotta murder to. Prove that if you were half as nice, your songs you could sacrifice virgins","00:04:10","00:05:05",55,"https://www.youtube.com/embed/XbGs_qK2PQA?start=250&end=305&autoplay=1"
"H_Eminem_ShakeTh","H094","Eminem ft.Nate Dogg","Shake That","2005","Hip-Hop/Rap",NA,"107",NA,"mittel-hoch","instrumental + vocal",NA,"en","yes","would you be mine? Heard you was freaky from a friend of mine. Now I hope you don't get mad at me. But I told Nate you was a freak. He said he wants a, hope you don't mind. I told him how you like it. Now, shake that ass for me. Shake that ass for me. Come on girl, shake that ass for me. Shake that ass for me. Ohh girl, shake that ass for me. Shake that ass for me. Come on girl, shake that ass for me. Shake that ass for me. We 'bout to have a party (turn the music up). Let's get it started (go 'head shake your butt). I'm lookin for a girl with a body and a sexy strut. Wanna get it poppin' baby step right up. Some girls they act retarded","00:02:47","00:03:30",43,"https://www.youtube.com/embed/WrjwGPb0Hvw?start=167&end=210&autoplay=1"
"H_Eminem_TillICo","H087","Eminem","Till I Collapse","2002","Hip-Hop/Rap","gangsta Rap","85,5",NA,"schnell","instrumental + vocal",NA,"en",NA,"'Till I collapse I'm spilling these raps long as you feel 'em. 'Til the day that I drop you'll never say that I'm not killing 'em. 'Cause when I am not, then I'mma stop penning 'em. And I am not Hip-Hop and I'm just not Eminem. Subliminal thoughts, when I'mma stop sending 'em? Women are caught in webs, spin 'em and hock venom. Adrenalin shots, the penicillin could not get the illing to stop. Amoxicillin's just not real enough. The criminal cop-killing hip hop","00:00:52","00:01:22",30,"https://www.youtube.com/embed/ytQ5CYE1VZw?start=52&end=82&autoplay=1"
"H_eRRdeKa_Edoppel","H073","eRRdeKa","EdoppelR","2012","Hip-Hop/Rap",NA,"98",NA,"mittel-hoch","instrumental + vocal",NA,"de",NA,"(ich weiß es nicht) ganz egal ich mach den Scheiß für mich, verbreit' den Shit im Netz, hoffe eigentlich auf nichts, deine Mukke läuft im Jugendzentrum. peinlicher Kids, ich erscheine im Licht der roten Bluntglut, kuck was dieser eRR jetzt deiner x-Verlobten antut, verdammt gut, als ich mit Schrecken damals leider bitterlich begriff , dass der Typ mit meinem Namen. bester Spitter ist im Biz","00:00:40","00:01:16",36,"https://www.youtube.com/embed/iEGjarugX2k?start=40&end=76&autoplay=1"
"H_FigubBrazlevic_SilentL","H908","Figub Brazlevic","Silent Lava","2012","Hip-Hop/Rap","Instrumental Hip-Hop",NA,NA,NA,"instrumental",NA,NA,NA,NA,NA,NA,NA,NA
"H_FloFilz_keepitr","H909","Flo Filz","keepitreal","2017","Hip-Hop/Rap","Instrumental Hip-Hop","171",NA,"0.64","instrumental",NA,NA,NA,NA,NA,NA,NA,NA
"H_Freundeskreis_A-N-N-A","H035","Freundeskreis","A-N-N-A","1997","Hip-Hop/Rap","Deutschrap","77",NA,"niedrig","instrumental + vocal",NA,"de",NA,"Herz das klopft die Nase tropft ich schäme mich. Benehme mich dämlich, bin nämlich eher schüchtern. ""Mein Name ist Anna, "" sagte sie sehr nüchtern. Ich fing an zu flüstern: ""Ich bin Max aus dem Schoß der Kolchose"". Doch so 'ne Katastrophe, das ging mächtig in die Hose. Mach' mich lächerlich, doch sie lächelte, ehrlich wahr, Mann. Sieh' da Anna war ein Hip Hop-Fan. Immer wenn es regnet muss ich an dich denken. Wie wir uns begegnen, kann mich nicht ablenken. Nass bis auf die haut so stand sie da. Um uns war es laut und wir kamen uns nah. Immer wenn es regnet muss ich an dich denken. Wie wir uns begegnet sind und kann mich nicht ablenken","00:00:59","00:01:40",41,"https://www.youtube.com/embed/Uzyb8OF3Blc?start=59&end=100&autoplay=1"
"H_Future_MaskOff","H069","Future","Mask Off","2017","Hip-Hop/Rap","Hip-Hop/Rap","150 Halftime",NA,"mittel-schnell","instrumental + vocal",NA,"en","yes","Call it how it is. Hendrix. I promise, I swear, I swear. Percocets, molly, Percocets. Percocets, molly, Percocets. Rep the set, gotta rep the set. Chase a check, never chase a bitch. Mask on, fuck it, mask off. Mask on, fuck it, mask off. Percocets, molly, Percocets. Chase a check, never chase a bitch (Don't chase no bitches). Two cups, toast up with the gang","00:01:27","00:02:06",39,"https://www.youtube.com/embed/xvZqHgFz51I?start=87&end=126&autoplay=1"
"H_GetoBoys_MindPla","H062","Geto Boys","Mind Playing Tricks On Me","1991","Hip-Hop/Rap","Gangsta Rap","94",NA,"mittel","instrumental + vocal",NA,"en","yes","But I don't know who it is, so I'm watchin my back. I can see him when I'm deep in the covers. When I awake I don't see the motherfucker. He owns a black hat like I own. A black suit and a cane like my own. Some might say ""take a chill, b"". But fuck that shit, there's a nigga trying to kill me. I'm pumping in the clip when the wind blows. Every twenty seconds got me peeping out my window. Investigating the joint for traps. Checking my telephone for taps. I'm staring at the woman on the corner. It's fucked up when your mind is playing tricks on you","00:00:35","00:01:13",38,"https://www.youtube.com/embed/KutXyPEEbQs?start=35&end=73&autoplay=1"
"H_GucciMane_ToneItD","H013","Gucci Mane feat. Chris Brown","Tone It Down","2017","Hip-Hop/Rap","Pop Rap","131",NA,"hoch","instrumental + vocal",NA,"en","yes","Huh, pull up, froze up, with the door up. Chopper in the club, I don't care who show up. Watch lookin' like a glow up, when I throw up. East Side pour the Cris', wrote why I grow up. Hold up, li'l homie tone it down. 'Cause the jewelry that you rockin' is for kids, I'm a grown up. Sat courtside right next to the owner. Lookin' so good, make his wife pick her phone up. Big gold boulders, in my Rollie. Look like real flesh, make you wanna pick a stone up. If everybody got a watch like that. Then why would I want that watch? I'm a loner. Damn near had a temper tantrum 'cause he. Got that car 'fore I got it, now I really don't wanna. You never seen a nigga glow up like this. Not a nigga that was trappin' on a corner. Wop, wop, wop, wop. VVS the wrist","00:00:42","00:01:00",18,"https://www.youtube.com/embed/5iEU-nj_BsE?start=42&end=79&autoplay=1"
"H_Haftbefehl_LassDie","H111","Haftbefehl","Lass Die Affen Aus'm Zoo","2014","Hip-Hop/Rap","Deutschrap","85",NA,"mittel-hoch","instrumental + vocal",NA,"de","yes","Attention: Azzlack Stereotyp zwo. Baba Haft ist zurück, lass die Affen aus'm Zoo. Der Offenbacher Cho kommt asozial wie nie zuvor. Lucky Luciano Flow, Mafia Rap, fuck New York. Die Freiheitsstatue ist 'ne Hure und ich fick' sie. Blanco pumpt den Beat, ich erschieß' diesen Swizz Beatz. Sie trinken Hennessy und denken, sie sind 50 Cent. MCs in Germany blasen in Michigan. Lass die Straße brenn'n, das ist FFM – Mainhattan. Messer in dein'n Arsch - los, wehr dich mit dein'n Reimketten","00:00:42","00:01:12",30,"https://www.youtube.com/embed/XpIvxJF0nWg?start=42&end=72&autoplay=1"
"H_IceCube_ItWasAG","H070","Ice Cube","It Was A Good Day","1992","Hip-Hop/Rap","Gangsta Rap","82",NA,"niedrig","instrumental + vocal",NA,"en","yes","hit the switch, I can make the ass drop. Had to stop at a red light. Looking in my mirror, not a jacker in sight. And everything is alright. I got a beep from Kim and she can fuck all night. Called up the homies and I'm askin' y'all. ""Which park, are y'all playin' basketball?"". Get me on the court and I'm trouble. Last week, fucked around and got a triple double. Freakin' niggas every way","00:00:59","00:01:29",30,"https://www.youtube.com/embed/h4UqMyldS7Q?start=59&end=89&autoplay=1"
"H_idealism_control","H910","idealism","controlla","2017","Hip-Hop/Rap","Instrumental Hip-Hop","80",NA,"0.45","instrumental",NA,NA,NA,NA,NA,NA,NA,NA
"H_ImmortalTechnique_Freedom","H095","Immortal Technique","Freedom Of Speech","2003","Hip-Hop/Rap","Gangsta Rao","96",NA,"mittel-hoch","instrumental",NA,NA,NA,NA,"00:00:16","00:00:46",30,"https://www.youtube.com/embed/DH4CzJlEegU?start=16&end=46&autoplay=1"
"H_ImmortalTechnique_Leaving","H048","Immortal Technique","Leaving the past","2003","Hip-Hop/Rap","Gangsta Rap","86",NA,"niedrig-mittel","instrumental + vocal",NA,"en","yes","Step into the club smoothly with a L in my hand. Bitches know that I'm a freak like the elephant man. Intelligent plans. Fuck a record deal, I want development land. With my benevolent clan. And that's the reason that I only trust my fam. 40, 000 records sold, 400 grand. Fuck a middle man, I won't pay anyone else. I'll bootleg it and sell it to the streets my self. I'd rather be that than signed and stuck on a shelf. And because of this executives try to diss me","00:00:57","00:01:30",33,"https://www.youtube.com/embed/fLXnuMjx-A8?start=57&end=90&autoplay=1"
"H_Jay-Z_99Probl","H040","Jay-Z","99 Problems","2004","Hip-Hop/Rap",NA,"93",NA,"hoch","instrumental + vocal",NA,"en","yes","Well, I ain't passed the bar, but I know a little bit \n Enough that you won't illegally search my shit \n ""Well we'll see how smart you are when the K-9 come"" \n I got ninety nine problems but a bitch ain't one, hit me \n Ninety nine problems but a bitch ain't one \n If you having girl problems I feel bad for you son \n I got ninety nine problems but a bitch ain't one, hit me \n Ninety nine problems but a bitch ain't one \n If you having girl problems I feel bad for you son \n I got ninety nine problems but a bitch ain't one, hit me \n Now once upon a time not too long ago \n A nigga like myself had to strong-arm a ho \n This is not a ho in the sense of having a pussy \n But a pussy having no goddamn sense try and push me","00:01:59","00:02:41",42,"https://www.youtube.com/embed/6uikJTnmtgw?start=119&end=161&autoplay=1"
"H_Jay-Z_HardKno","H056","Jay Z","Hard Knock Life","1998","Hip-Hop/Rap",NA,"77",NA,"langsam","instrumental + vocal",NA,"en","yes","okay \n House nigga, don't fuck with me \n I'm a field nigga, go shine cutlery \n Go play the quarters where the butlers be \n I'ma play the corners where the hustlers be \n I told him, ""Please don't die over the neighborhood \n That your mama rentin' \n Take your drug money and buy the neighborhood \n That's how you rinse it"" \n I bought every V12 engine \n Wish I could take it back to the beginnin' \n I coulda bought a place in Dumbo before it was Dumbo \n For like 2 million \n That same building today is worth 25 million \n Guess how I'm feelin'? Dumbo \n Light nigga, dark nigga, faux nigga, real nigga \n Rich nigga, poor nigga, house nigga, field nigga \n Still nigga, still nigga","00:00:40","00:01:20",40,NA
"H_Jay-Z_TheStor","H014","Jay-Z","The Story Of OJ","2017","Hip-Hop/Rap",NA,"83",NA,"niedrig-mittel","instrumental + vocal",NA,"en","yes","wanna fine me \n But first niggas gotta find me \n What's fifty grand to a motherfucker like me? \n Can you please remind me? \n (Ball so hard) this shit crazy \n Y'all don't know that don't shit faze me \n The Nets could go 0 for 82 \n And I look at you like this shit gravy \n (Ball so hard) this shit weird \n We ain't even 'posed to be here \n but since we here \n It's only right that we'd be fair \n Psycho, I'm liable to go Michael, take your pick \n Jackson, Tyson, Jordan, Game 6 \n (Ball so hard) \n Got a broke clock \n Rollies that don't tick-tock \n Audemars that's losing time \n Hidden behind all these big rocks \n I'm shocked too \n I'm supposed to be locked up too \n You escaped what I've escaped \n You'd be in Paris getting fucked up too \n (B-Ball so hard) let's get faded \n Le Meurice for like six days \n Gold bottles, scold models \n Spillin' Ace on my sick J's \n (Ball so hard) bitch, behave \n Just might let you meet Ye \n Chi-towns D. Rose \n I'm moving the Nets","00:01:00","00:01:41",41,"https://www.youtube.com/embed/RM7lw0Ovzq0?start=60&end=101&autoplay=1"
"H_Jay-ZAndKanyeWest_NiXXasI","H083","Jay-Z & Kanye West","Ni**as In Paris","2011","Hip-Hop/Rap","Hip-Hop/Rap","140 Halftime",NA,"hoch","instrumental + vocal",NA,"en",NA,"It's the hard knock life for us \n It's the hard knock life for us \n Instead of treated, we get tricked \n Instead of kisses, we get kicked \n It's the hard knock life! \n From standin' on the corners, boppin' \n To drivin' some of the hottest cars New York has ever seen \n From droppin' some of the hottest verses rap has ever heard \n From the dope spot, with the smoke Glock \n Fleein' the murder scene, you know me well \n From nightmares of a lonely cell, my only hell \n But since when y'all know me to fail? naw \n Where all my with the rubber grips, bust shots \n And if you with me, mama,","00:00:39","00:01:33",54,"https://www.youtube.com/embed/gG_dA32oH44?start=39&end=93&autoplay=1"
"H_JCole_WetDrea","H112","J. Cole","Wet Dreamz","2014","Hip-Hop/Rap",NA,"87,5?",NA,"niedrig","instrumental + vocal",NA,"en",NA,"Cole \n Cole world \n Yeah \n Let me take y'all back man \n As I do so well \n Wasn't nothin' like that \n Man, it wasn't nothin' like that first time \n She was in my math class \n Long hair, brown skin with the fat ass \n Sat beside me, used to laugh at mad jokes \n The teacher always got mad so we passed notes \n It started off","00:00:00","00:00:35",35,"https://www.youtube.com/embed/eCGV26aj-mM?start=0&end=35&autoplay=1"
"H_JediMindTricks_Deathbe","H044","Jedi Mind Tricks","Deathbed Doctrine","2008","Hip-Hop/Rap","Hip-Hop/Rap","96",NA,"mittel-hoch","instrumental + vocal",NA,"en","yes","I was in the land of Israel with four Maccabees \n I am the perfect machine you can't hack in me \n My mind is the perfect regime you can't rap with me \n Nine with the infra-red beam and blood splats on me \n Vinnie ain't a sucker, he doesn't record happily \n I just black out in the darkness of god's tapestry \n Boomerang suckers I throw em they come back to me \n That's why I travel with guards and 4 gats on me \n I don't even listen to y'all, y'all all wack to me \n I don't want that bullshit y'all make attached to me \n 45 calibre claw so fall back from me \n While y'all gradually get trapped in the earth's gravity \n Quizá sea amistad o bien amor \n I'm America's Nightmare \n My mind keep stepping in the depths of hell \n I don't have it all upstairs but who the fuck cares? \n Livin' in the world no different from a cell \n I'm America's Nightmare \n My mind keep stepping in the depths of hell \n I don't have it all upstairs but who the fuck cares? \n Livin' in the world no different from a cell","00:00:32","00:01:27",55,"https://www.youtube.com/embed/DpgDDm_UEtI?start=32&end=87&autoplay=1"
