"code","song_code","artist","title","year","genre","subgenre","tempo (BPM)","key","energetics","instrumentation_groups","instrumentation","language","explicit_new","lyrics timeframe","timestamp_start","timestamp_end","duration_sec","url_excerpt"
"K_Dvorak_9SinfII","K012","Dvořák","9. Sinfonie (II. Largo)","1893","Klassik","Romantik","NotGiven","Db","niedrig","instrumental","Instrumental, Orchester",NA,NA,NA,"00:01:08","00:02:01",53,"https://www.youtube.com/embed/h3o5RzHGsp4?start=68&end=121&autoplay=1"
"K_Elgar_Pompand","K098","Elgar","Pomp and Circumstance (1. Marsch)","1902","Klassik","Romantik","120","Am","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:04","00:00:44",40,"https://www.youtube.com/embed/moL4MkJ-aLk?start=4&end=44&autoplay=1"
"K_Faure_Romance","K017","Fauré","Romance sans Paroles","1880","Klassik","Impressionismus","117","Ab","niedrig","instrumental","Instrumental, Solo",NA,NA,NA,"00:00:00","00:00:48",48,"https://www.youtube.com/embed/f7hpoebaOHw?start=0&end=48&autoplay=1"
"K_Franck_Violins","K078","Franck","Violinsonate, 4. Satz","1886","Klassik","Romantik","150","Hm","mittel","instrumental","Instrumental, Duett",NA,NA,NA,"00:00:05","00:01:03",58,"https://www.youtube.com/embed/yEzdZ9G5q_0?start=5&end=63&autoplay=1"
"K_Grieg_Norwegi","K053","Grieg","Norwegische Tänze","1881","Klassik","Romantik","140","Dm","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:01:24","00:01:55",31,"https://youtu.be/Geh_JOVR8ak?t=1m24s"
"K_Haendel_DerMess","K046","Händel","Der Messias (Hallelujah)","1741","Klassik","Barock","85","Db","mitttel-hoch","instrumental + vocal","Vokal, Orchester","en",NA,"The kingdom of this world. Is become. The kingdom of our Lord. And of His Christ. And of His Christ. And He shall reign for ever and ever. And He shall reign for ever and ever","00:01:18","00:01:50",32,"https://youtu.be/usfiAsWR4qU?t=1m18s"
"K_Haendel_Lasciac","K002","Händel","Lascia ch’io pianga","1705","Klassik","Barock","75 (3/4)","E","niedrig","instrumental + vocal","Vokal & Orchester","it",NA,"Lascia ch'io pianga Mia cruda sorte, E che sospiri La libertà. E che sospiri. E che sospiri La libertà.","00:00:00","00:00:53",53,"https://www.youtube.com/embed/vhpD5JbChPQ?start=0&end=53&autoplay=1"
"K_Haendel_SinfinB","K037","Händel","Sinfonie in B-Dur (HWV 339)","1709","Klassik","Barock","128","E","mittel-hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:01","00:00:47",46,"https://www.youtube.com/embed/_-7kVeEnps8?start=1&end=47&autoplay=1"
"K_Holst_ThePlan","K015","Holst","The Planets, op. 32. Mars","1914","Klassik","Romantik","152","Cm","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,NA,NA,NA,"?start=0&end=0&autoplay=1"
"K_Humperdinck_Haensel","K022","Humperdinck","Hänsel und Gretel (Ouvertüre)","1893","Klassik","Romantik","177","E","niedrig","instrumental","Instrumental, Orchester",NA,NA,NA,"00:03:20","00:03:49",29,"https://youtu.be/jqeI6zvP2C4?t=3m20s"
"K_JSBach_Konzert","K055","J.S. Bach","Konzert 2 Violinen, 2. Satz","1730","Klassik","Barock","95 (3/4)","Cm","mittel","instrumental","Instrumental, Ensemble",NA,NA,NA,"00:05:03","00:05:57",54,"https://www.youtube.com/embed/leTVfMb2uME?start=303&end=357&autoplay=1"
"K_Lalo_Symphon","K067","Lalo","Symphonie espagnole","1874","Klassik","Romantik","165 (2/4)","D","mittel","instrumental","Instrumental, Ensemble",NA,NA,NA,"00:00:30","00:01:10",40,"https://www.youtube.com/embed/CGyG7d2DZtM?start=30&end=70&autoplay=1"
"K_Ligeti_EtuedeA","K036","Ligeti","Etüde Arc en Ciel","1985","Klassik","Neue Musik","NotGiven","G","niedrig-mittel","instrumental","Instrumental, Piano Solo",NA,NA,NA,"00:00:00","00:00:55",55,"https://www.youtube.com/embed/ELZk7mNbs9I?start=0&end=55&autoplay=1"
"K_Liszt_Benedic","K019","Liszt","Bénédiction de Dieu Dans la Solitude","1847","Klassik","Romantik","140 (3/4)","F#","niedrig","instrumental","Instrumental, Piano Solo",NA,NA,NA,NA,NA,NA,"?start=0&end=0&autoplay=1"
"K_Liszt_Spanish","K060","Liszt","Spanish Rhapsody","1863","Klassik","Romantik","170 (3/4)","Cm","niedrig-mittel","instrumental","Instrumental, Piano Solo",NA,NA,NA,"00:08:15","00:09:06",51,"https://www.youtube.com/embed/KhHVTeuW5zI?start=495&end=546&autoplay=1"
"K_Mahler_6Sympho","K038","Mahler","6. Symphony, Andante, (Karajan)","1906","Klassik","Romantik","100","A","niedrig-mittel","instrumental","Instrumental, Orchester",NA,NA,NA,NA,NA,NA,NA
"K_Malipiero_Risonan","K018","Malipiero","Risonanze","1918","Klassik","(Spät-)romantik","NotGiven","Dbm","niedrig","instrumental","Instrumental, Piano Solo",NA,NA,NA,"00:00:00","00:00:50",50,"https://www.youtube.com/embed/TNs6HX2a4GA?start=0&end=50&autoplay=1"
"K_Mendelssohn_SongWit","K020","Mendelssohn","Song Without Words, op. 19, No 1","1832","Klassik","Romantik","84","H","mittel","instrumental","Instrumental, Piano Solo",NA,NA,NA,NA,NA,NA,"?start=0&end=0&autoplay=1"
"K_Messiaen_Quatuor","K039","Messiaen","Quatuor pour la fin du Temps","1941","Klassik","Moderne","70","E","niedrig-mittel","instrumental","Instrumental, Ensemble",NA,NA,NA,"00:44:20","00:45:27",67,"https://www.youtube.com/embed/UeSVu1zbF94?start=2660&end=2727&autoplay=1"
"K_Milhaud_Scaramo","K024","Milhaud","Scaramouche: Brazileira","1936","Klassik","Moderne","115","Am","mittel","instrumental","Instrumental, Piano Solo",NA,NA,NA,NA,NA,NA,"?start=0&end=0&autoplay=1"
"K_Mozart_25SinfI","K056","Mozart","25. Sinfonie (I. Allegro con brio)","1773","Klassik","Klassik","155","Abm","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:08","00:00:50",42,"https://www.youtube.com/embed/rNeirjA65Dk?start=8&end=50&autoplay=1"
"K_Mozart_DieZaub","K016","Mozart","Die Zauberflöte","1791","Klassik","Klassik","83","Dbm","mittel-hoch","instrumental + vocal","Vokal, Orchester","de",NA,"Schweige still, still, still. Schweige still, still, still. schweige still","01:14:38","01:15:08",30,"https://youtu.be/et27CpqBvBE?t=1h14m38s"
"K_Mozart_DonGiov","K106","Mozart","Don Giovanni, ""La ci darem la mano""","1787","Klassik","Klassik","85","Am","niedrig","instrumental + vocal","Vokal mit Instrumentalbegleitung","it",NA,"Là ci darem la mano, là mi dirai di sì. Vedi, non è lontano; partiam, ben mio, da qui. Vorrei e non vorrei; mi trema un poco il cor. Felice, è ver sarei, ma può burlarmi ancor.","00:02:50","00:03:43",53,"https://www.youtube.com/embed/iJnJjpMdT3Y?start=170&end=223&autoplay=1"
"K_Mozart_Einekle","K021","Mozart","Eine kleine Nachtmusik: First movement","1787","Klassik","Klassik","145","Hm","mittel-hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:02:32","00:03:09",37,"https://youtu.be/hcpM0yN7p0c?t=2m32s"
"K_Mozart_GranPar","K099","Mozart","Gran Partita, 3. Satz","1781","Klassik","Klassik","122","Eb","niedrig","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:20","00:01:20",60,"https://www.youtube.com/embed/5BWn1KuXGVM?start=20&end=80&autoplay=1"
"K_Mozart_Laudate","K042","Mozart","Laudate Dominum","1780","Klassik","Klassik","110","Dm","niedrig-mittel","instrumental + vocal","Vokal & Orchester",NA,NA,NA,"00:00:00","00:00:45",45,"https://www.youtube.com/embed/nbcxk1J-UcE&list=RDnbcxk1J-UcE&t=2?start=0&end=45&autoplay=1"
"K_Mozart_Overtue","K040","Mozart","Overtüre - Die Entführung aus dem Serail","1782","Klassik","Klassik","157","C","mittel-hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:03:03","00:03:42",39,"https://www.youtube.com/embed/kvefmK6LNwc?start=183&end=222&autoplay=1"
"K_Mozart_Overtur","K0031","Mozart","Overture - Marriage Of Figaro","1786","Klassik","Klassik","141","D","mittel-hoch","instrumental","Instrumental",NA,NA,NA,"00:00:18","00:00:52",34,"https://youtu.be/ikQNFqVkNNc?t=18s"
"K_Mozart_Requiem","K013","Mozart","Requiem (Lacrimosa)","1791","Klassik","Klassik","122, 3/4","Dm","mittel","instrumental + vocal","Vokal, Orchester","it",NA,"Lacrimosa dies illa; Qua resurget ex favilla; Judicandus homo reus","00:24:30","00:25:21",51,NA
"K_Mozart_Requiem","K013","Mozart","Requiem (Lacrimosa)","1791","Klassik","Klassik","122, 3/4","Dm","mittel","instrumental + vocal","Vokal, Orchester","it",NA,"Lacrimosa dies illa; Qua resurget ex favilla; Judicandus homo reus","00:24:30","00:25:21",51,"https://youtu.be/sPlhKP0nZII?t=24m30s"
"K_Mussorgsky_Bildere","K062","Mussorgsky","Bilder einer Ausstellung","1874","Klassik","Impressionismus","167","Gm","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:23:40","00:24:47",67,"https://www.youtube.com/embed/DXy50exHjes?start=1420&end=1487&autoplay=1"
"K_Palestrina_MissaBr","K047","Palestrina","Missa Brevis (Kyrie)","1570","Klassik","Renaissance","90","Eb","niedrig-mittel","instrumental + vocal","Vokal, Chor","gr",NA,"Kyire eleison","00:00:00","00:00:59",59,NA
"K_Prokofjew_KSNo7","K088","Prokofjew","Klaviersonate No. 7","1943","Klassik","Moderne","147","Gm","hoch","instrumental","Instrumental, Solo",NA,NA,NA,"00:20:28","00:21:35",67,"https://www.youtube.com/embed/uDpQhvOQ-DU?start=1228&end=1295&autoplay=1"
"K_Puccini_Messadi","K111","Puccini","Messa di Gloria","1880","Klassik","Romantik","100","Cm","mittel","instrumental + vocal","Instrumental, Orchester",NA,NA,NA,"00:19:56","00:20:42",46,"https://youtu.be/8khYsZfFI4k?t=19m56s"
"K_Rachmaninow_3KK3Sat","K081","Rachmaninow","3. Klavierkonzert, 3. Satz","1909","Klassik","Romantik","147","Dm","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:39:01","00:39:42",41,"https://www.youtube.com/embed/f6vARZLkaSY?start=2341&end=2382&autoplay=1"
"K_Rachmaninow_Paganin","K075","Rachmaninow","Paganini Variations No. 18","1934","Klassik","Romantik","100","Hbm","niedrig-mittel","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:05","00:01:05",60,"https://www.youtube.com/embed/ThTU04p3drM?start=5&end=65&autoplay=1"
"K_Rachmaninow_Prelude","K096","Rachmaninow","Preludes op. 32 no. 5","1910","Klassik","Romantik","108","G","niedrig","instrumental","Instrumental, Solo",NA,NA,NA,"00:00:03","00:00:44",41,"https://www.youtube.com/embed/LRLF3fwDbmU?start=3&end=44&autoplay=1"
"K_Ravel_Bolero","K102","Ravel","Boléro","1928","Klassik","Impressionismus","139","C","niedrig","instrumental","Instrumental",NA,NA,NA,"00:07:06","00:07:31",25,"https://youtu.be/r30D3SW4OVw?t=7m6s"
"K_Rossini_Wilhelm","K006","Rossini","Wilhelm Tell (Ouvertüre)","1829","Klassik","Romantik","157","E","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:08:45","00:09:42",57,"https://www.youtube.com/embed/xoBE69wdSkQ?start=525&end=582&autoplay=1"
"K_Saint-Seans_Carniva","K025","Saint-Saens","Carnival of Animals: Finale","1886","Klassik","Romantik","99","G","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,NA,NA,NA,NA
"K_Schumann_EtudesS","K054","Schumann","Études Symphoniques","1837","Klassik","Romantik","130","Db","niedrig-mittel","instrumental","Instrumental, Solo",NA,NA,NA,"00:15:47","00:16:33",46,"https://www.youtube.com/embed/8rJ1smARJ2E?start=947&end=993&autoplay=1"
"K_Schumann_Fantasi","K051","Schumann","Fantasie in C-Dur","1839","Klassik","Romantik","137","C","niedrig-mittel","instrumental","Instrumental, Solo",NA,NA,NA,"00:00:32","00:01:26",54,"https://www.youtube.com/embed/XZ7hE4lQAYs?start=32&end=86&autoplay=1"
"K_Schumann_Kinders","K052","Schumann","Kinderszenen","1838","Klassik","Romantik","133","Em","mittel","instrumental","Instrumental, Solo",NA,NA,NA,"00:06:08","00:06:58",50,"https://youtu.be/QiMFICjD5Hg?t=5m"
"K_Shostakovich_Symphon","K071","Shostakovich","Symphony n°11 in g Minor op. 103. Second movement","1957","Klassik","Moderne","120","Abm","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:25:30","00:26:18",48,"https://www.youtube.com/embed/IPpzWjnrAVE?start=1530&end=1578&autoplay=1"
"K_Sibelius_Vardete","K082","Sibelius","Var det en dröm?","1902","Klassik","Romantik","81","Hb","mittel","instrumental + vocal","Vokal & Instrumental, Duett","sw",NA,"Var det en dröm, att ljuvt en gång jag var ditt hjärtas vän? Jag minns det som en tystnad sång, då strängen darrar än. Jag minns en törnros av dig skänkt, en blick så blyg och öm; jag minns en avskedstår, som blänkt. Var allt, var allt en dröm?","00:00:00","00:00:49",49,"https://www.youtube.com/embed/lmMdjmf3mWY?start=0&end=49&autoplay=1"
"K_Skrjabin_Prelude1","K064","Skrjabin","Preludes op. 11 no. 1","1896","Klassik","Impressionismus","70, 2/2","C","mittel","instrumental","Instrumental, Solo",NA,NA,NA,"00:00:08","00:01:02",54,"https://www.youtube.com/embed/Yc3ph3jGy_M?start=8&end=62&autoplay=1"
"K_Skrjabin_Prelude15","K092","Skrjabin","Preludes op. 11 no. 15","1896","Klassik","Impressionismus","146","Db","niedrig","instrumental","Instrumental, Solo",NA,NA,NA,"00:21:08","00:21:53",45,"https://www.youtube.com/embed/Yc3ph3jGy_M?start=1268&end=1313&autoplay=1"
"K_StraussJ_Chit-Ch","K091","Strauss, J.","Chit-Chat-Polka, op. 214","1858","Klassik","Romantik","176","E","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:01","00:00:46",45,"https://www.youtube.com/embed/A4xjNSz3u_E?start=1&end=46&autoplay=1"
"K_StraussR_DonJuan","K003","Strauss, R.","Don Juan","1888","Klassik","Romantik","110","G","mittel","instrumental","Instrumental, Orchester& Solo",NA,NA,NA,"00:10:09","00:10:55",46,NA
"K_StraussR_Rosenka","K108","Strauss, R.","Rosenkavalier, Act 1","1911","Klassik","Romantik","129","Fm","niedrig-mittel","instrumental + vocal","Orchester, Vokal (Solo)",NA,NA,NA,"00:36:56","00:37:41",45,NA
"K_Strawinsky_Feuervo","K023","Strawinsky","Feuervogel Suite","1910","Klassik","Expressionismus","165","Am","niedrig","instrumental","Instrumental, Orchester",NA,NA,NA,"00:33:04","00:33:49",45,"https://www.youtube.com/watch?v=MHmk7yccvws"
"K_Tschaikowski_4Sinf","K090","Tschaikowski","4. Sinfonie","1878","Klassik","Romantik","140","Abm","mittel-hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:02","00:00:57",55,"https://www.youtube.com/embed/gRYcMN1AD2g?start=2&end=57&autoplay=1"
"K_Tschaikowski_Dornroe","K079","Tschaikowski","Dornröschen","1890","Klassik","Romantik","102","Dbm","hoch","instrumental + vocal","Instrumental, Orchester",NA,NA,NA,"00:00:00","00:00:46",46,"https://youtu.be/gfqQvX8C0Go"
"K_Tschaikowski_Gremins","K008","Tschaikowski","Gremin's Aria (Onegin)","1878","Klassik","Romantik","140","Gm","mittel","instrumental","Vokal & Orchester",NA,NA,NA,"00:02:23","00:03:12",49,"https://www.youtube.com/embed/ZRGhjpw1qrU?start=143&end=192&autoplay=1"
"K_Tschaikowski_MarschN","K073","Tschaikowski","Marsch (Nussknacker)","1892","Klassik","Romantik","146","Em","mittel","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:21","00:01:09",48,"https://www.youtube.com/embed/jCimKeQvGOw?start=21&end=69&autoplay=1"
"K_Tschaikowski_Schwane","K034","Tschaikowski","Schwanensee","1877","Klassik","Romantik","124","Cm","mittel-hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:01:15","00:02:05",50,"https://youtu.be/vvLaex0Emp0?t=1m14s"
"K_Tschaikowski_Slawisc","K065","Tschaikowski","Slawischer Marsch","1876","Klassik","Romantik","108","Hbm","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:02:00","00:02:47",47,"https://www.youtube.com/embed/rxkSGGB09V0?start=120&end=167&autoplay=1"
"K_Tschaikowski_Symphon","K049","Tschaikowski","Symphony, 1 Scherzo","1866","Klassik","Romantik","102","Em","mittel","instrumental","Instrumental, Orchester",NA,NA,NA,"00:26:08","00:26:52",44,NA
"K_Tschaikowski_WalzerO","K011","Tschaikowski","Walzer (Onegin)","1878","Klassik","Romantik","92","D","mittel-hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:02:33","00:03:18",45,"https://www.youtube.com/embed/-vC5BZ9o0Vs?start=153&end=198&autoplay=1"
"K_Verdi_derTrou","K066","Verdi","der Troubadour","1851","Klassik","Romantik","173","Gm","niedrig-mittel","instrumental + vocal","Vokal & Orchester",NA,NA,NA,"00:02:05","00:02:43",38,"https://youtu.be/K1eLGgfXWzM?t=2m5s"
"K_Verdi_LaTravi","K086","Verdi","La Traviata","1853","Klassik","Romantik","108","C","niedrig","instrumental + vocal","Instrumental",NA,NA,NA,"00:01:16","00:01:57",41,"https://youtu.be/_WomiJqiPQY?t=1m16s"
"K_Verdi_Requiem","K068","Verdi","Requiem (Dies Irae)","1874","Klassik","Romantik","120","Abm","hoch","instrumental","Vokal & Orchester",NA,NA,NA,"00:00:00","00:00:53",53,"https://www.youtube.com/embed/DmYYYEtdOlM?start=0&end=53&autoplay=1"
"K_Vivaldi_4JahrFr","K093","Vivaldi","Die 4 Jahreszeiten (Frühling)","1725","Klassik","Barock","158","C","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:01:00","00:01:56",56,"https://youtu.be/GRxofEmo3HA?t=1m"
"K_Vivaldi_4JahrHe","K109","Vivaldi","Die 4 Jahreszeiten (Herbst)","1725","Klassik","Barock","95","E","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:22:09","00:22:45",36,"https://youtu.be/GRxofEmo3HA?t=22m9s"
"K_Vivaldi_4JahrSo","K097","Vivaldi","Die 4 Jahreszeiten (Sommer)","1725","Klassik","Barock","112","D","mittel-hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:10:58","00:11:41",43,"https://youtu.be/GRxofEmo3HA?t=10m58s"
"K_Vivaldi_4JahrWi","K074","Vivaldi","Die 4 Jahreszeiten (Winter)","1725","Klassik","Barock","134","Gm","hoch","instrumental","Instrumental, Orchester",NA,NA,NA,"00:35:39","00:36:15",36,"https://youtu.be/GRxofEmo3HA?t=35m44s"
"K_Vivaldi_LEstroA","K080","Vivaldi","L'Estro Armonico (Concerto No. 9)","1711","Klassik","Barock","116","Fm","mittel","instrumental","Instrumental, Orchester",NA,NA,NA,"00:00:08","00:00:49",41,"https://www.youtube.com/embed/lMPIT6aHnNY?start=8&end=49&autoplay=1"
"K_Wagner_Tristan","K0100","Wagner","Tristan & Isolde, Liebestod","1865","Klassik","Romantik","81","Abm","mittel-hoch","instrumental + vocal","Vokal & Orchester",NA,NA,NA,"00:04:56","00:05:47",51,"https://www.youtube.com/embed/RLoHcB8A63M?start=296&end=347&autoplay=1"
"P_Adele_Someone","P080","Adele","Someone Like You","2011","Pop","Soul","67,5",NA,"niedrig","instrumental + vocal",NA,"en",NA,"glory days. I hate to turn up out of the blue, uninvited. But I couldn't stay away, I couldn't fight it. I had hoped you'd see my face. And that you'd be reminded that for me, it isn't over. Never mind, I'll find someone like you. I wish nothing but the best for you, too. ""Don't forget me, "" I begged. I remember you said ""Sometimes it lasts","00:02:15","00:02:58",43,"https://www.youtube.com/embed/hLQl3WQQoQ0?start=135&end=178&autoplay=1"
"P_Aerosmith_IDontWa","P004","Aerosmith","I Don't Want To Miss A Thing","1998","Pop","Rock","81",NA,"niedrig","instrumental + vocal",NA,"en",NA,"I could spend my life in this sweet surrender. I could stay lost in this moment forever. Every moment spent with you is a moment I treasure. Don't want to close my eyes. I don't want to fall asleep. 'Cause I'd miss you baby. And I don't want to miss a thing","00:00:46","00:01:23",37,"https://www.youtube.com/embed/JkK8g6FMEXE?start=46&end=83&autoplay=1"
"P_Akon_Lonely","P132","Akon","Lonely","2004","Pop","Hip Hop","90",NA,NA,"instrumental + vocal",NA,"en",NA,"Back tracking over these few years. Tryna figure out what I do to make it go bad. 'Cause ever since my girl left me. My whole life came crashing and I'm so. Lonely (So lonely). I'm Mr. Lonely (Mr. Lonely). I have nobody (I have nobody). For my own (To call my own girl). I'm so lonely (So lonely). I'm Mr. Lonely (Mr. Lonely). I have nobody (I have nobody). For my own (To call my own girl). Can't believe I had a girl like you","00:01:17","00:01:49",32,"https://www.youtube.com/embed/6EEW-9NDM5k?start=77&end=109&autoplay=1"
"P_AliciaKeys_IfIAint","P111","Alicia Keys","If I Ain't Got You","2003","Pop","R&B, Soul","118","G Major","mittel","instrumental + vocal",NA,"en",NA,"Some people live for the power, yeah. Some people live just to play the game. Some people think. That the physical things. Define what's within. And I've been there before. That life's a bore. So full of the superficial. Some people want it all. But I don't want nothing at all. If it ain't you, baby. If I ain't got you, baby. Some people want diamond rings. Some just want everything. But everything means nothing","00:00:41","00:01:13",32,"https://www.youtube.com/embed/Ju8Hr50Ckwk?start=41&end=73&autoplay=1"
"P_AllAmericanRejects_FallinA","P027","All American Rejects","Fallin Apart","2008","Pop","Emo/Hardcore, Alternative/Indie, Rock","128",NA,NA,"instrumental + vocal",NA,"en",NA,"You knew when I was wrong. You say that I'm deranged. I can see that you're uneasy, and it's not gonna change. And no matter how far. Wherever you. Wherever you go, I'm callin'. Even when you're breaking my heart. Wherever you go, I'm crawlin'. Even when we're fallin'. Even when we're fallin' apart","00:00:33","00:01:01",28,"https://www.youtube.com/embed/kBKgRYZeKFc?start=33&end=61&autoplay=1"
"P_AmyMacdonald_MrRockA","P110","Amy Macdonald","Mr Rock & Roll","2007","Pop","Singer-Songwriter, Folk","111","A Major","mittel","instrumental + vocal",NA,"en",NA,"Mr. Multicultural. Sees all that one could see. He's living proof of someone. Very different to me. But now he wants to be free. Free so he can see. And they'll meet one day far away. And say, ""Me, I wish I was something more"". And they'll meet one day far away. And say, ""Me, I wish I knew you. I wish I knew you before""","00:01:46","00:02:19",33,"https://www.youtube.com/embed/_nkJgw0dvOk?start=106&end=139&autoplay=1"
"P_AmyWinehouse_BackToB","P146","Amy Winehouse","Back To Black","2006","Pop","Soul Jazz","123",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"And life is like a pipe. And I'm a tiny penny Rolling up the walls inside. We only said goodbye with words. I died a hundred times. You go back to her And I go back to. We only said goodbye with words","00:01:51","00:02:30",39,"https://www.youtube.com/embed/TJAfLE39ZZ8?start=111&end=150&autoplay=1"
"P_AngusandJuliaStone_BigJetP","P120","Angus and Julia Stone","Big Jet Plane","2010","Pop","Indie","110",NA,NA,"instrumental + vocal",NA,"en",NA,"Can I take ya, take ya higher. Gonna take her for a ride on a big jet plane. Gonna take her for a ride on a big jet plane. Gonna take her for a ride on a big jet plane. Gonna take her for a ride on a big jet plane. Hey, hey","00:01:27","00:02:11",44,"https://www.youtube.com/embed/yFTvbcNhEgc?start=87&end=131&autoplay=1"
"P_AnnenMayKantereit_WohinDu","P031","AnnenMayKantereit","Wohin Du Gehst","2016","Pop","Alternativ","119",NA,"mittel-hoch","instrumental + vocal",NA,"de",NA,"Du hast jetzt neue Leute, die dich besser kennen. Und nach 'm Feiern bei dir pennen. Du kennst mich nur noch, wie ich früher war. Rote Augen, langes Haar. Wenn wir uns sehen, dann ist das immer nur 'ne Stunde. Um elf willst du schon gehen, und holst die letzte Runde. Wohin du gehst, sagst du nicht mehr. Wenn wir uns sehen, fällt mir das Fragen schwer","00:00:40","00:01:10",30,"https://www.youtube.com/embed/WBi6oxXcYaI?start=40&end=70&autoplay=1"
"P_ArcticMonkeys_DoIWann","P118","Arctic Monkeys","Do I Wanna Know","2013","Pop","Britpop","90","F Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"Was sorta hoping that you'd stay (Baby we both know). That the nights were mainly made for saying. Things that you can′t say tomorrow day. Crawlin' back to you. Ever thought of calling when you′ve had a few? 'Cause I always do. Maybe I′m too busy being yours","00:01:21","00:01:51",30,"https://www.youtube.com/embed/bpOSxM0rNPM?start=81&end=111&autoplay=1"
"P_ArcticMonkeys_Fluores","P042","Arctic Monkeys","Fluorescent Adolescent","2007","Pop","Indie","112",NA,"hoch","instrumental + vocal",NA,"en",NA,"You used to get it in your fishnets. Now you only get it in your night dress. Discarded all the naughty nights for niceness. Landed in a very common crisis. Everythin's in order in a black hole. Nothin' seems as pretty as the past though. That Bloody Mary's lackin' in Tabasco. Remember when you used to be a rascal? Oh, the boy's a slag. The best you ever had. The best you ever had","00:00:14","00:00:45",31,"https://www.youtube.com/embed/ma9I9VBKPiw?start=14&end=45&autoplay=1"
"P_ArethaFranklin_YouMake","P055","Aretha Franklin","(You Make Me Feel Like) A Natural Woman","1968","Pop","Soul","111",NA,NA,"instrumental + vocal",NA,"en",NA,"Before the day I met you, life was so unkind. But you're the key to my peace of mind. 'Cause you make me feel. You make me feel. You make me feel like a natural woman (woman). When my soul was in the lost and found","00:00:33","00:01:03",30,"https://www.youtube.com/embed/dEWuAcMWDLY?start=33&end=63&autoplay=1"
"P_AtomicKitten_WholeAg","P035","Atomic Kitten","Whole Again","2000","Pop",NA,"94","E Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"I won't put you down. 'Cause I want you around. You can make me whole again. Looking back on when we first met. I cannot escape and I cannot forget. Baby you're the one, you still turn me on. You can make me whole again","00:00:42","00:01:12",30,"https://www.youtube.com/embed/1V0xQkk9kbc?start=42&end=72&autoplay=1"
"P_AvrilLavigne_Complic","P104","Avril Lavigne","Complicated","2002","Pop","Rock","78","F Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"Chill out, what ya yellin' for? Lay back, it's all been done before. And if, you could only let it be, you will see. I like you the way you are. When we're driving in your car. And you're talking to me one on one, but you become. Somebody else. 'Round everyone else. You're watching your back. Like you can't relax. You try to be cool. You look like a fool to me. Tell me. Why'd you have to go and make things so complicated? I see the way you're acting like you're somebody else. Gets me frustrated. Life's like this, you. And you fall, and you crawl","00:00:32","00:01:24",52,"https://www.youtube.com/embed/5NPBIwQyPWE?start=32&end=84&autoplay=1"
"P_Babybird_IfYoull","P096","Babybird","If You'll Be Mine","1998","Pop","Britpop","122",NA,NA,"instrumental + vocal",NA,"en",NA,"There's no feeling, there's no feeling at all. If you'll be mine, I'll be yours. If you'll be mine, I'll be yours. If you'll be mine, I'll be yours. If you'll be mine, I'll be yours. Sha la la la. Sha la la la. Sha la la la la la la. Sha la la la. Sha la la la. Sha la la la la la la","00:00:47","00:01:26",39,"https://www.youtube.com/embed/P26v0va_2S8?start=47&end=86&autoplay=1"
"P_BackstreetBoys_Everybo","P086","Backstreet Boys","Everybody","1997","Pop",NA,"108",NA,"mittel-hoch","instrumental + vocal",NA,"en",NA,"Everybody. Rock your body. Everybody. Rock your body right. Backstreet's back alright. Oh my God we're back again. Brothers, sisters, everybody sing","00:01:33","00:02:10",37,"https://www.youtube.com/embed/6M6samPEMpM?start=93&end=130&autoplay=1"
"P_BackstreetBoys_IWantIt","P092","Backstreet Boys","I Want It That Way","1999","Pop",NA,"99",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"Tell me why. I never wanna hear you say. I want it that way. Am I your fire? Your one desire. Yes, I know it's too late. But I want it that way. Tell me why. Ain't nothin' but a heartache. Tell me why","00:01:09","00:01:39",30,"https://www.youtube.com/embed/4fndeDfaWCg?start=69&end=99&autoplay=1"
